500 100000
339 187 2.8632
213 44 3.1117
132 368 1.1016
197 214 2.4022
265 288 9.0774
92 391 2.5871
48 274 3.5026
268 67 4.5454
15 273 4.0212
89 343 5.6461
231 340 8.0862
275 81 3.1840
241 125 0.1953
56 426 1.8681
177 250 6.1000
481 324 7.5620
290 488 2.6875
174 245 2.0498
1 63 9.2551
106 141 2.6836
3 415 3.3803
124 4 6.8329
431 14 8.4135
228 442 2.9320
94 77 5.1392
408 262 3.6600
246 317 9.6597
446 427 8.5462
85 275 2.8105
247 498 6.0216
451 251 6.4068
334 28 4.8966
119 170 8.9666
197 61 9.1094
495 151 2.1792
57 453 9.6215
242 67 5.1024
271 20 3.5865
330 71 3.8694
324 203 1.9188
266 286 0.7031
310 396 8.7641
43 213 4.6806
68 370 1.7311
222 443 7.2993
370 337 9.1631
176 177 9.6734
7 280 8.8360
148 90 9.8304
200 260 2.0467
281 494 8.9504
397 196 5.4643
78 486 8.7623
32 280 5.3544
119 123 5.7738
270 116 7.0889
69 215 0.5434
141 12 7.8955
90 137 7.7498
306 491 3.0796
325 259 6.2873
486 264 5.1078
227 415 7.9196
300 88 3.2890
445 295 3.8084
478 156 8.1458
450 177 3.4129
135 396 4.6527
234 493 9.5250
94 324 8.9131
161 318 9.4282
439 433 2.2272
499 438 9.1150
358 118 8.7353
286 335 2.1617
190 228 2.0314
180 176 4.9441
82 463 3.3083
474 84 4.8094
278 143 9.9395
130 190 8.3767
37 498 9.5225
41 249 0.9123
475 375 5.2495
85 399 8.2792
328 199 3.8691
460 96 2.7371
463 75 7.9582
483 307 4.4989
211 375 1.3528
211 268 5.3831
215 298 2.9072
87 206 5.6088
270 120 8.6359
416 423 7.6929
90 292 7.3546
356 488 6.5131
106 237 1.2581
239 429 0.0469
92 63 3.4754
288 406 9.6897
209 197 4.6222
404 61 3.4988
164 361 9.2580
218 266 2.4557
179 371 4.5494
392 301 2.9767
210 367 2.5959
246 292 3.0501
406 253 1.4461
475 101 9.9340
155 31 2.9689
356 256 5.2735
247 123 9.7577
2 347 1.2405
422 180 0.9274
495 357 9.0264
246 379 5.6040
360 457 8.6621
292 165 8.5111
464 34 6.0461
264 370 1.4867
93 313 2.9904
162 378 5.4393
414 132 6.3236
112 446 3.0200
156 215 9.7850
314 165 1.4649
263 36 8.2975
110 175 0.2323
88 492 1.5144
481 31 0.2408
162 113 2.0531
484 171 1.7363
24 204 1.2334
200 462 6.4574
197 292 9.4169
26 85 3.0998
212 242 0.8999
340 420 5.6554
331 50 1.2420
410 251 3.6390
84 183 1.2972
216 171 9.7125
177 421 7.6073
197 80 9.9730
36 75 9.2730
34 249 5.5033
452 272 6.8505
35 278 6.2522
327 70 7.3463
224 84 9.4303
309 88 8.6471
99 308 2.8581
147 122 3.7262
389 382 4.5672
90 411 0.8085
456 378 9.3149
252 313 2.4613
410 461 7.2039
196 45 3.2669
436 301 5.9732
111 357 3.6991
489 92 6.5819
115 191 5.6746
47 359 0.4130
66 258 1.3966
74 252 6.1653
174 367 0.7022
430 27 4.2595
142 364 9.5160
347 436 7.0614
473 31 4.1633
134 433 5.8386
326 269 2.4506
449 181 9.1833
101 0 2.2267
330 227 3.6179
347 113 7.8908
128 91 6.3403
334 249 0.3121
410 422 8.2894
96 201 9.2151
121 353 3.2901
234 61 2.4907
281 424 5.4584
289 130 3.8290
249 45 5.2026
469 305 4.8046
241 112 3.5061
87 421 8.3928
393 474 1.2853
371 364 4.1796
425 114 4.0095
113 107 8.6958
46 53 0.4927
225 81 9.6345
62 92 1.3453
207 412 4.0099
138 261 0.4570
363 365 8.8054
12 458 8.0918
158 83 6.2930
322 354 5.8502
494 465 0.2513
410 415 2.8479
47 144 9.9966
294 104 9.0263
410 427 6.0026
372 487 4.0948
134 331 7.1636
427 315 2.8029
51 312 4.4352
190 52 5.4086
87 493 9.7025
325 418 1.0094
497 366 7.6993
5 419 9.9402
150 264 6.2079
44 391 9.4656
26 446 0.3737
53 217 6.4108
308 30 0.4283
457 76 9.3696
290 84 2.1697
168 433 8.6537
162 416 2.3616
135 109 4.7479
48 421 9.3311
312 13 9.3491
195 295 0.1526
307 200 9.3439
333 290 2.4973
301 244 3.6868
339 63 2.5723
136 188 9.2424
416 473 8.6403
231 178 2.4751
26 256 0.8382
494 454 3.2322
319 257 3.0915
442 285 9.8798
450 217 2.3504
439 226 0.5082
406 206 4.5890
162 295 2.3193
171 77 7.1152
457 128 8.8581
131 457 9.6350
79 347 2.2125
222 212 5.3929
466 374 1.6877
327 113 1.6986
24 104 3.6772
498 287 5.0645
348 300 2.8074
223 166 8.6422
78 390 5.3711
56 242 5.2417
372 462 8.0430
335 499 9.3208
205 268 6.9521
484 103 6.9275
297 22 7.9468
300 393 9.7481
50 371 0.9409
333 248 0.7848
403 298 1.2687
27 198 2.0583
254 415 9.0617
268 365 6.9595
245 360 3.6605
378 220 4.4973
159 260 3.8458
270 467 0.8145
461 454 8.9977
103 269 7.4983
6 185 7.8227
156 309 3.8121
403 28 6.4338
379 187 3.9738
215 350 5.7832
73 356 8.1092
492 385 7.0120
416 221 0.1304
260 316 7.4190
213 194 6.4893
198 259 8.5645
476 17 9.7719
196 468 5.1631
379 225 3.0814
54 189 1.2662
2 363 3.4971
151 373 0.5650
275 107 1.8395
200 339 3.6036
416 7 7.9542
383 390 9.9564
3 31 2.2032
238 170 8.7855
466 332 0.6210
157 363 7.8345
228 193 0.6325
420 180 4.3615
455 376 6.4979
460 339 4.0679
9 172 2.9390
361 48 3.4020
237 172 4.5858
281 373 6.5790
210 293 1.7297
152 98 7.9189
347 386 6.8062
393 396 2.0823
198 77 3.5173
112 16 0.2189
288 363 2.7835
346 139 2.0232
462 48 7.0528
88 283 0.5222
274 20 8.4046
114 265 8.4646
48 236 1.2042
160 477 5.7975
378 91 0.4368
145 336 7.8268
305 426 9.0036
343 331 6.9428
212 55 0.9940
204 265 1.0925
25 339 0.0087
107 265 7.2441
38 290 4.4568
67 182 8.3703
296 401 8.3711
296 416 4.3901
18 78 3.2744
82 44 7.3850
384 453 5.7023
227 494 6.4729
168 365 7.6359
432 96 6.0890
146 455 2.7389
211 72 9.1772
79 156 7.6896
496 414 1.7551
12 314 3.3542
116 3 3.6283
370 58 0.3567
248 274 2.9556
275 326 3.0777
497 163 5.6546
396 28 2.9650
225 289 1.5001
226 8 2.7294
152 281 6.8984
396 213 4.4619
437 368 1.3401
488 50 2.2610
374 41 0.3339
149 287 4.5454
279 471 5.5743
298 174 1.7061
379 402 2.0668
177 401 1.9001
402 333 1.7050
182 37 7.7575
187 494 5.0255
314 288 6.2953
284 434 8.3773
480 37 8.7222
190 181 4.3493
119 52 1.6723
251 99 5.8827
35 4 3.1146
39 1 8.2136
284 6 6.7533
497 177 1.8460
175 207 4.2119
202 467 8.7909
255 20 4.3067
214 138 5.2412
299 185 5.4323
327 184 3.4994
223 467 0.1103
411 182 2.5459
404 109 9.3299
449 271 8.1760
490 81 7.3417
46 160 3.8062
214 3 5.8244
70 393 2.9192
340 191 9.3017
0 343 9.6512
299 463 5.5505
35 81 1.6529
346 246 6.2696
391 217 5.5324
415 183 6.4560
364 401 1.1157
116 404 4.0427
62 174 6.8399
335 230 5.7270
5 42 5.3413
457 185 7.8751
34 316 4.5695
162 227 1.9844
444 380 9.7768
301 433 5.4527
78 197 4.0650
325 334 0.2256
490 116 8.6609
396 418 5.9572
465 206 7.7577
14 317 2.7609
142 38 3.6979
229 331 2.5646
287 140 2.2342
494 26 5.5297
31 310 2.8496
281 222 6.2145
295 26 3.1892
85 368 1.3234
32 86 6.8683
125 273 1.1192
31 233 1.1683
283 214 8.1662
53 334 8.0658
240 180 6.2710
213 361 8.4708
77 28 0.7869
204 470 4.9146
25 159 2.9710
375 227 8.2477
324 325 9.4876
458 442 5.0008
307 371 2.2515
195 108 4.7751
220 35 8.4419
45 281 6.1530
347 28 9.5716
401 459 6.0375
166 335 2.5726
214 242 9.8859
74 203 7.5479
21 27 1.8718
343 255 4.1051
237 458 6.1106
127 315 6.4378
247 476 9.6731
211 452 5.9855
41 244 0.0064
443 417 6.0361
125 305 8.8950
3 211 0.8938
162 419 2.7966
122 48 3.5956
39 211 8.8376
252 331 3.4227
489 307 2.6172
149 428 6.0801
256 189 9.6517
427 87 8.8247
286 53 2.2455
497 58 8.5309
203 473 8.6162
211 330 3.8011
29 122 5.7713
274 430 2.9909
460 177 0.6540
493 305 6.9235
366 53 7.9940
107 486 2.6786
174 188 7.7713
372 375 3.7415
301 76 9.9972
263 188 5.9321
58 352 5.0078
170 35 5.8658
131 465 4.5566
20 232 9.9683
251 349 1.5912
323 465 1.7053
260 4 4.4393
445 114 6.1408
87 323 4.9999
59 463 3.2935
479 322 5.7238
390 11 4.0451
264 167 8.7384
467 142 2.3020
206 394 5.1131
413 494 9.0077
22 160 9.7886
79 185 9.9421
48 191 8.5881
439 232 8.7422
206 493 8.2248
25 234 0.7426
62 309 6.2556
194 279 4.2213
409 296 1.8111
299 358 0.9411
17 227 6.3913
338 386 3.3985
488 322 9.3006
352 50 7.3138
429 402 7.3636
329 205 1.4203
457 143 0.9280
241 310 6.4287
72 323 6.4067
21 38 3.1828
493 155 7.2411
215 410 9.0966
16 409 1.0938
267 334 6.9928
285 430 9.3978
85 223 2.4166
273 270 0.0952
186 237 4.3209
69 170 3.9223
314 135 1.5473
487 125 8.4789
311 35 6.3719
489 210 7.3006
115 148 6.4150
488 111 9.6709
376 300 9.1269
74 226 2.1367
23 10 1.2892
19 222 4.2244
57 202 5.8691
209 306 6.4498
478 136 4.3296
133 441 6.0699
111 50 6.8034
131 387 8.3144
156 455 7.7544
279 172 9.7626
431 360 6.5730
148 256 4.1215
362 214 5.5692
151 44 4.0167
50 354 1.1385
453 181 8.5843
84 103 9.0607
315 288 3.3168
387 45 6.6334
356 423 3.4127
295 190 3.4441
173 72 2.1444
123 103 9.9914
333 258 8.7434
127 114 2.3316
359 119 8.4505
83 32 6.0761
119 242 1.5607
349 219 0.7119
7 94 7.7112
209 371 9.4245
135 246 2.2965
122 310 1.8960
254 280 4.9710
450 482 8.8155
438 309 3.9918
9 330 1.9067
95 422 7.1576
436 402 8.2037
311 202 4.4794
188 327 8.3952
127 395 4.1584
441 370 1.0088
368 156 4.7594
191 260 8.8811
468 218 7.6048
32 397 1.8336
123 6 9.1303
186 494 2.4093
218 409 6.5947
169 440 2.6964
40 158 1.9781
34 49 3.3753
115 16 9.4110
142 75 5.7546
25 87 2.6762
162 428 1.4438
487 18 7.2927
243 278 4.4622
94 437 7.1691
69 45 7.6795
294 431 6.0396
391 202 7.8266
334 463 4.7496
335 378 9.8172
206 166 8.6343
186 454 7.1744
345 364 5.2099
499 464 1.0065
316 86 7.9481
162 190 6.8470
204 49 3.6417
484 7 1.4930
180 222 0.9275
143 74 4.5131
397 493 4.0952
101 308 8.9267
288 286 1.4020
385 139 5.8281
19 166 9.8281
339 244 1.5440
71 354 5.6362
156 107 3.8107
277 68 2.1178
465 21 5.2443
277 16 7.5954
270 103 9.5614
468 11 5.6334
61 113 1.0753
37 87 8.6190
228 210 7.2864
84 435 5.7940
119 470 1.7171
108 140 4.1160
491 167 9.7550
207 433 6.4603
361 216 3.7383
142 289 4.4742
124 488 1.7699
32 173 8.2137
187 241 5.2072
3 353 2.3643
223 192 9.5490
160 360 8.4778
29 75 2.7045
92 424 5.0735
484 51 1.3576
297 266 6.8912
365 218 4.4134
50 380 8.9916
453 421 6.0093
27 346 1.9047
369 226 3.8889
108 52 1.7421
24 472 2.2547
278 257 0.0397
328 118 6.4400
407 180 6.0584
268 352 9.3545
209 404 1.2172
399 47 3.1401
228 483 0.9458
402 411 0.2889
419 213 5.5410
347 211 9.7702
234 336 9.2262
104 156 9.2587
123 140 1.8514
20 150 6.0891
126 140 6.8889
270 79 2.8416
148 499 3.4408
257 249 7.8268
49 65 5.0921
428 497 9.7732
475 465 7.7277
39 367 7.5473
491 76 3.7131
408 7 9.8790
481 126 0.1693
499 393 9.4855
440 3 6.6277
32 25 0.4773
271 413 1.4814
156 262 8.6460
247 8 7.6875
3 69 1.3422
189 313 8.4555
425 100 1.8462
184 463 3.6372
178 215 9.1889
321 12 8.9656
57 59 5.7300
177 225 2.5320
486 400 9.7061
442 196 2.3025
331 259 3.6543
223 452 1.0079
323 460 3.9304
37 397 8.2681
231 113 9.8290
77 264 6.2711
177 348 7.5480
448 13 7.6704
472 141 1.5263
381 344 1.7000
83 411 7.1475
309 132 7.2330
195 219 5.2935
8 248 9.7362
96 377 5.2790
412 433 3.9217
124 390 3.6898
125 398 3.2674
231 343 8.2657
248 243 4.8898
218 149 9.8691
215 161 4.7887
302 480 2.6250
3 286 0.7081
261 414 5.4475
155 349 6.0660
162 329 8.7587
455 162 2.4949
309 340 8.9162
82 486 7.7322
220 219 4.7799
251 18 3.2687
336 133 4.7653
385 80 4.7676
37 43 4.0019
285 81 4.7524
74 217 1.8770
40 408 5.9627
53 260 4.7485
349 369 4.9076
52 343 4.5558
273 266 0.4308
341 223 1.9731
365 468 3.6476
429 318 4.6446
195 46 9.8549
39 349 2.0165
116 118 4.6767
194 226 1.6733
172 120 3.3417
224 166 9.5308
53 215 1.8607
435 48 2.7970
278 195 5.4237
246 38 4.9185
78 311 5.0243
431 353 1.9026
179 14 8.0839
370 392 1.6567
214 266 8.6002
415 344 8.0438
341 55 7.8818
24 397 6.3798
364 332 0.9889
320 158 4.2813
183 278 5.1904
452 315 0.7894
72 305 5.5178
251 460 6.6749
292 379 0.6460
89 438 8.3516
111 232 7.4895
58 490 9.3904
33 420 1.3431
401 61 3.1685
176 190 2.0734
395 45 6.6636
370 382 1.7856
191 262 4.0405
366 274 9.5088
482 416 2.0654
185 472 0.0518
437 282 3.1697
306 2 6.9698
426 227 4.7464
423 71 8.9008
88 310 5.4152
200 234 9.3911
251 211 9.3235
325 42 1.0257
423 114 6.4191
86 300 9.5715
179 204 4.0564
465 134 9.6211
183 400 7.5484
188 420 4.4460
181 355 4.4752
72 228 9.2664
270 183 5.6813
207 252 9.3649
461 48 4.8300
433 379 6.2278
432 90 2.6595
447 166 7.4088
82 105 9.8546
349 414 1.3918
344 4 2.5295
475 247 2.4812
488 36 6.1995
187 353 3.0129
65 184 1.0316
150 271 1.4828
245 97 8.0490
417 271 8.1736
399 25 5.8407
496 123 9.7532
81 365 6.8980
232 335 0.6394
493 326 9.9578
470 478 8.6265
384 224 7.2609
155 56 6.7128
418 49 8.5777
367 387 0.0999
231 112 7.7624
53 3 9.6436
484 443 6.8423
248 318 4.4092
47 151 2.1800
58 380 5.7096
190 138 4.6309
60 136 9.5658
26 201 4.1818
217 176 4.9798
437 235 1.0598
238 386 4.0050
123 405 0.7304
322 453 6.2199
389 421 6.5560
42 203 3.0411
113 95 6.8233
27 99 0.2737
28 92 9.5271
437 219 8.5597
413 198 9.8944
465 179 3.9934
103 489 8.8193
388 254 1.6739
115 300 7.5953
460 26 2.9336
481 374 2.5652
377 145 1.5753
355 470 6.9323
408 219 7.3159
209 12 3.0611
431 442 0.3124
42 426 3.4272
122 206 1.2489
170 232 5.7312
483 202 3.3075
182 256 9.7217
69 165 7.8336
473 47 8.2219
324 444 4.0891
408 198 4.9107
348 4 9.0504
420 142 0.9942
265 45 9.0855
192 240 8.4896
116 22 5.0560
311 366 2.5495
73 494 4.6280
53 412 2.6838
330 269 6.8272
364 273 9.2433
20 337 5.7565
257 214 4.6871
425 294 1.1970
154 413 7.0136
335 382 9.1316
266 114 2.1884
105 214 7.4015
206 402 0.5882
475 106 3.7031
314 164 1.4819
380 247 0.3560
140 355 1.1556
169 496 2.2475
161 129 5.3735
165 289 2.7319
34 448 3.6328
79 460 1.7531
21 412 1.6477
205 443 2.2059
414 94 2.4822
205 169 8.1382
417 211 3.8927
226 411 7.4073
6 269 0.0932
176 287 2.1207
396 212 6.7445
89 420 6.6707
102 270 0.8052
488 181 2.0812
261 209 7.2045
375 166 0.4312
8 334 8.5909
90 103 3.4666
25 487 1.0993
319 65 2.6740
142 275 2.1065
342 20 0.0025
225 145 0.4246
167 140 5.7323
232 415 4.5145
323 459 4.4073
202 319 0.5093
421 119 1.5368
462 370 1.4238
451 343 9.6345
450 205 5.0198
170 177 6.3747
60 30 8.7016
459 230 3.9571
76 62 3.6436
0 377 4.5727
39 406 5.9015
24 347 7.5951
448 343 7.8075
243 229 8.0689
84 212 4.9986
271 39 8.9752
294 227 7.2655
127 473 2.4525
65 28 3.7834
387 140 7.6955
173 81 7.7004
444 287 9.5807
131 485 4.7593
60 261 2.7688
24 130 1.3154
231 359 6.1677
239 5 6.4935
401 347 0.0409
7 287 7.7933
241 61 2.7946
238 395 1.7314
19 179 9.8219
121 472 9.4984
5 55 6.5097
0 129 2.5000
14 414 0.0031
293 39 6.9773
464 465 2.6054
435 242 4.1948
244 468 4.2260
381 119 9.0829
85 250 7.2578
494 2 8.5572
174 403 2.8042
340 164 1.0605
341 133 2.5869
441 167 0.5617
334 415 2.7420
384 160 4.8945
340 133 4.2038
368 377 7.4267
380 101 5.6872
327 73 6.2821
31 409 2.5142
281 305 3.2674
432 475 1.6636
154 477 2.2004
399 224 7.2088
191 95 9.8674
226 47 3.0608
89 403 1.1928
44 304 4.8065
46 116 8.3697
320 185 1.8490
49 186 6.0623
254 461 7.0523
88 116 4.8623
130 61 0.7599
231 482 3.8958
397 339 3.1008
419 474 5.2420
259 221 4.1449
466 53 0.0184
171 240 9.6173
460 297 5.8547
476 496 2.4334
315 92 9.7090
210 231 2.7938
4 263 0.6988
79 275 9.0351
392 479 3.8745
151 486 1.4444
207 11 2.7616
114 126 8.7021
17 396 0.6859
85 64 1.5792
357 470 2.9062
273 243 0.7894
280 37 5.7900
456 192 5.8123
250 286 5.7337
397 331 1.2225
281 9 5.0581
211 408 5.0950
38 284 6.6126
280 428 0.8677
316 497 7.3165
46 115 2.5444
180 432 2.5749
94 452 6.9288
169 281 0.7982
416 244 3.9436
159 82 9.9824
495 104 1.7572
375 154 8.8901
339 165 6.7983
145 180 5.8932
107 98 2.6778
319 122 6.7774
386 141 8.8720
352 370 3.6687
52 464 9.2774
257 344 7.6089
359 213 3.7286
398 44 7.6402
82 24 9.8305
183 44 3.8278
35 395 3.8795
168 87 7.5693
248 100 3.3511
140 395 7.5882
332 195 3.2232
373 92 8.5303
387 116 0.6457
372 6 1.8753
447 254 1.6005
73 467 0.0046
11 84 8.9378
233 444 6.3611
483 4 9.9830
160 328 0.8413
183 448 9.6137
479 172 0.2509
337 278 6.1291
288 377 4.5251
448 342 9.6746
188 376 7.4561
309 284 4.3664
489 167 7.7198
182 409 4.7971
397 372 6.7315
357 288 3.6549
119 386 3.0716
60 108 1.8549
14 25 5.1531
417 350 4.2008
493 91 4.4782
69 186 8.8787
139 91 5.0896
239 353 2.3101
217 275 7.1452
407 39 5.5659
362 468 9.2480
460 494 4.7597
476 417 0.6314
33 280 5.9327
265 51 3.1525
397 334 7.0055
364 140 3.9619
100 424 5.0505
70 198 9.0481
461 460 0.4618
77 108 2.5635
392 222 6.2320
119 303 2.7902
242 210 6.7248
9 380 4.5419
461 417 9.0311
413 68 4.9913
290 108 2.6016
17 220 8.4719
292 491 2.3415
38 263 0.2068
157 194 2.0015
231 297 6.8846
205 288 8.9364
485 444 7.6713
28 370 6.0459
91 268 8.1436
359 347 7.3441
247 154 2.7059
183 454 8.2215
462 300 9.2890
278 367 9.3961
414 220 4.0874
85 279 9.2664
25 200 4.2095
31 305 3.2778
0 144 6.5427
323 344 1.2276
35 417 0.0579
329 109 4.2328
258 440 8.0292
78 420 1.4514
249 347 7.8405
222 68 3.8869
321 429 9.5909
80 338 2.0176
299 405 8.0043
496 479 2.3780
178 442 6.7819
495 5 3.1320
14 23 8.1975
340 472 6.0972
326 402 1.2824
359 55 6.0141
31 264 0.9684
296 32 6.3586
148 493 6.7660
302 222 8.0393
421 92 8.7283
127 317 6.7644
198 156 7.0833
417 471 7.3366
36 220 9.9709
266 92 8.1609
144 218 1.5484
133 34 2.1571
359 430 6.6874
449 63 9.4446
6 147 6.8050
242 361 5.3818
339 100 5.5996
490 283 0.8711
191 451 6.6945
154 219 9.5764
398 141 3.1685
430 427 4.3479
131 494 3.5698
176 232 1.6018
450 240 6.3815
310 412 3.4135
67 3 3.2886
89 122 1.4600
141 64 5.1213
376 220 1.1730
80 328 4.6412
164 474 8.7691
141 190 7.6748
490 153 4.5481
375 44 3.4990
37 278 4.0587
183 362 5.5366
289 207 2.5252
152 80 9.3871
327 123 9.5195
420 98 0.3770
136 275 2.2066
109 354 8.0132
57 476 5.0496
479 449 8.4993
330 341 0.6097
261 18 8.0894
272 213 5.8214
334 75 0.0569
354 16 6.0051
142 194 2.8424
317 401 2.1687
239 293 3.9376
39 383 7.6473
211 28 0.5560
210 90 8.1385
441 3 0.1473
10 200 2.6604
289 250 8.9253
79 221 6.6027
225 82 1.4578
194 136 6.4241
66 418 7.4588
472 20 9.4556
33 216 5.1241
45 52 8.4988
171 342 5.8828
77 225 6.7760
148 292 2.6941
438 14 0.1791
492 428 6.1821
141 216 9.9404
191 410 9.8067
248 475 1.4276
344 496 2.2054
9 43 3.9779
394 107 4.4720
195 338 6.7301
156 357 5.2835
4 358 5.5662
83 89 0.8335
73 386 8.3519
489 254 8.2763
486 473 8.9494
250 373 1.1440
346 204 2.4628
39 238 9.6357
400 83 6.2788
161 197 0.1537
42 4 2.6398
416 230 9.1448
219 186 7.7527
416 76 9.8442
128 213 3.1032
19 118 3.0956
439 195 0.5260
351 180 3.3001
484 41 9.8668
379 382 0.6266
457 416 6.4911
144 342 5.7287
82 124 8.5263
403 240 7.8048
22 273 4.3372
142 24 2.5496
194 232 7.2534
497 407 8.1196
304 482 1.5434
235 477 4.2372
3 76 6.3000
280 124 3.2935
375 288 5.3660
123 481 3.8602
30 64 3.5258
409 324 8.8020
459 91 0.6743
251 452 7.1587
216 127 5.2524
55 374 9.2954
348 323 6.3637
447 359 1.3583
198 339 7.7309
66 286 9.3495
178 317 8.7903
194 230 9.7673
170 392 6.3873
393 467 2.2471
413 156 6.3344
241 283 7.6716
281 95 5.8229
358 123 6.9396
195 3 1.9715
25 315 3.6035
294 57 6.8418
322 334 6.4903
354 287 2.4018
139 261 9.9771
160 57 9.7533
86 176 2.3232
328 123 7.2303
135 85 3.9066
325 393 6.0930
352 413 4.4602
375 46 8.7823
435 271 2.9698
234 147 0.0411
263 437 3.4030
172 211 4.6940
419 247 3.7450
249 401 3.7080
136 107 5.2617
152 184 8.4505
57 33 4.8832
125 99 6.2166
354 290 5.2854
120 496 0.2321
317 366 3.4877
165 117 1.6437
205 179 2.0934
293 419 9.2088
41 176 6.8419
119 90 0.6550
87 431 7.8862
436 246 2.6792
323 387 4.1284
106 178 4.9837
169 344 6.6525
94 126 8.8050
445 43 0.8500
237 469 7.8880
183 152 6.5355
61 397 9.2543
57 317 3.2466
204 51 1.8041
396 128 2.8560
15 55 2.0187
103 223 9.7557
147 191 6.0320
203 178 5.2327
384 372 4.5823
250 18 1.5636
230 367 1.2643
148 401 1.6998
16 17 4.4070
8 146 4.9266
353 433 8.8273
265 89 2.3629
185 426 5.8333
222 286 3.9222
469 331 8.2071
468 375 8.0776
383 325 5.5760
316 391 6.9325
338 365 8.6375
364 305 5.2632
89 141 9.2591
46 125 4.7968
318 414 4.1600
370 239 7.4880
438 223 7.9941
446 485 6.1023
85 194 2.5819
424 279 5.1641
457 405 8.5741
389 276 9.5728
67 90 8.8837
492 381 0.7561
282 325 4.5513
492 53 4.5037
67 220 4.4329
8 85 9.4598
377 191 6.3567
478 399 3.7648
254 88 4.3684
484 312 0.3253
143 321 5.7902
77 222 0.8950
25 288 7.1383
84 132 3.9349
464 95 2.4424
348 105 6.3707
293 57 2.7845
337 158 7.6580
291 379 5.6237
21 302 6.8930
13 54 6.6947
183 386 8.3089
10 419 4.8943
121 37 9.3162
56 270 0.5948
178 237 6.9570
383 13 2.9387
1 462 7.0012
191 175 5.9923
285 221 5.2189
297 109 4.0780
473 250 6.4630
495 37 3.3677
333 275 2.6084
325 184 1.0372
93 474 1.1597
253 457 6.8285
496 107 9.1347
228 287 8.6429
337 31 8.2561
310 142 3.6552
93 245 9.5059
316 406 9.6510
338 279 7.6853
333 463 6.0639
158 38 7.2802
167 439 2.1181
138 209 6.4347
212 95 0.6133
285 21 6.2904
118 142 8.5762
202 433 3.9210
113 177 6.2637
86 498 1.0964
103 173 7.9277
234 379 0.7907
347 448 4.6217
495 133 0.3914
205 440 4.0248
172 395 3.0156
438 261 4.2525
213 430 9.0144
69 156 6.0875
46 180 3.4045
118 311 1.0273
282 458 7.5116
326 453 8.2165
381 353 0.8542
207 166 4.2692
57 275 6.7895
301 317 9.7607
491 453 7.3097
115 219 9.9648
34 366 5.7632
154 165 1.1116
76 424 0.4509
159 83 0.4881
255 208 6.5702
219 408 1.4629
233 392 9.1497
363 155 3.8650
49 30 2.7376
478 49 2.8143
100 82 3.3572
182 290 1.9367
139 124 1.8219
453 161 7.9588
275 94 7.1756
429 355 7.2975
405 313 1.0181
459 83 0.3840
193 453 4.9663
210 54 2.0079
220 10 1.1611
414 394 2.0346
85 92 9.0130
472 468 0.3645
105 212 5.2099
309 214 1.4058
389 491 2.3236
234 117 5.5982
453 325 8.4723
254 246 4.7772
67 9 8.9812
291 332 6.9993
230 488 9.8263
383 199 1.4488
366 97 0.8127
96 459 0.4467
265 404 3.7809
365 46 0.5257
6 176 3.3577
316 388 0.3003
291 194 5.5949
167 245 5.2509
273 190 9.7735
142 0 6.7896
166 316 9.6568
268 229 7.3264
355 153 9.0861
224 212 8.2637
219 442 7.2562
370 152 1.4980
361 409 9.7039
67 195 9.0090
72 498 4.4698
326 280 6.7068
82 283 4.7142
13 43 7.7802
47 81 6.2578
180 155 8.8352
220 95 6.3979
348 97 9.2279
204 474 8.1955
13 200 4.9652
278 114 1.0470
225 231 4.8511
27 364 5.9765
326 489 0.6863
480 34 4.3543
31 265 1.4452
449 34 3.9101
54 316 9.2005
417 49 8.1529
318 79 1.2716
169 51 3.1109
216 266 5.1767
18 304 2.2012
283 154 4.8512
5 336 2.1757
116 358 4.7900
343 25 9.9097
166 189 8.8244
61 183 2.7629
35 439 0.1780
75 398 5.4028
72 348 5.1328
368 389 6.3238
186 498 5.9331
373 249 3.2802
444 384 4.9716
318 108 7.6821
414 373 0.6213
374 93 5.2165
404 300 7.1248
230 223 7.1618
61 330 8.9282
15 107 2.6674
156 160 8.3919
135 220 8.9223
76 93 0.6831
468 161 4.7682
181 179 1.8471
151 103 8.9675
306 110 2.9950
357 83 9.6509
41 166 1.0780
315 253 6.3811
392 118 4.6432
53 32 7.1511
12 400 7.3387
365 56 1.0504
167 174 0.8633
172 243 4.3900
241 393 4.4904
346 316 3.8590
134 462 7.7497
178 392 1.1227
441 393 9.3884
256 11 2.0948
151 302 3.7694
297 395 7.2813
101 87 6.6354
113 367 6.7464
14 158 1.3024
213 259 1.7204
205 399 6.3786
139 90 5.8166
386 460 8.5227
87 460 7.1091
7 90 6.5485
154 43 8.2385
213 122 4.8173
270 17 2.9470
109 441 3.9330
102 291 9.7679
318 498 9.7303
53 132 3.2648
449 4 2.8359
67 248 5.3234
153 24 0.5634
311 157 9.4796
326 177 1.2280
191 444 8.2082
248 351 1.8745
140 494 2.1966
272 235 7.3572
45 458 3.6862
320 193 3.9472
327 109 7.8012
40 469 8.6406
188 383 2.1659
172 393 3.2112
404 235 0.7436
330 397 7.2662
433 408 7.3918
359 229 5.7706
171 449 1.9429
275 149 1.3963
380 194 2.6336
258 52 0.6142
358 429 0.1981
343 136 6.3205
166 406 8.2931
374 129 1.5234
346 320 7.6646
266 382 2.0856
309 16 6.4159
489 135 1.2951
193 418 9.9232
70 424 5.2799
456 254 5.4119
